participant,date,expName,resp_2.keys,exp,language,step_cont,response,resp_3.keys,l1,l2,prolific,group
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,30,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,45,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-15,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,40,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,25,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-5,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-10,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,5,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-20,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,25,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,15,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-10,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-30,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,5,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,50,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-5,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,20,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,30,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,40,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,10,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,45,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-25,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-20,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-35,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-15,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,35,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-5,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,30,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,5,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-15,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,20,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-35,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-10,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,35,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,50,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-25,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,40,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-30,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-20,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,45,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,25,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,10,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,15,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,45,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,35,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-10,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-5,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-25,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,25,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,50,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,5,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-15,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-20,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,10,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,15,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,30,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-30,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,40,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,20,1,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd34418e94b23000a800dcc,2021-01-20_00h59.53.538,English_step1,NA,stops,english,-35,0,NA,Spanish,English,5fd34418e94b23000a800dcc,SE
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-35,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,40,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,30,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-20,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,20,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,50,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-15,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,45,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,10,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,5,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-10,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-25,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,35,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-5,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,25,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-30,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,15,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,30,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,5,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,50,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,45,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,15,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-20,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-35,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,35,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-15,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,25,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,40,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-5,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-25,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,20,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-30,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-10,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,10,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,15,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,40,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,5,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,35,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,30,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,45,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,10,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-10,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-35,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-5,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,25,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,50,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-20,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-15,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,20,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-30,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-25,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,20,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,40,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-30,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-5,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-35,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-10,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,5,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,10,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-25,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,35,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-15,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,25,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,30,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,45,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-20,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,15,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,50,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,40,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,10,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,20,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,5,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,25,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,15,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-20,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-25,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-10,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-30,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-35,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-5,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,-15,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,45,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,30,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,50,1,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd529f2c346b034c758c278,2020-12-28_11h44.30.043,English_step1,NA,stops,english,35,0,NA,English,Spanish,5fd529f2c346b034c758c278,ES
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,5,0,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,-15,0,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,40,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,10,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,-5,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,-10,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,20,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,-35,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,30,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,35,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,-30,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,50,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,-25,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,-20,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,45,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,15,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,25,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,-15,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,-5,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,25,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,5,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,50,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,15,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,-30,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,30,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,40,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,45,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,35,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,-35,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,10,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,-20,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,20,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,-25,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,-10,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,30,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,20,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,45,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,-20,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
5fd954357541e7448e28d079,2021-01-20_22h38.57.803,English_step1,NA,stops,english,25,1,NA,Spanish,English,5fd954357541e7448e28d079,SE
