0.8855 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
10.0339 	EXP 	pa: autoDraw = True
10.0339 	EXP 	ba: autoDraw = True
11.2945 	EXP 	New trial (rep=0, index=1): OrderedDict([('stimuli', 'stim2/pa+20.wav')])
11.2995 	DATA 	Keypress: right
11.3024 	EXP 	cross_tr_2: autoDraw = False
11.3024 	EXP 	pa: autoDraw = False
11.3024 	EXP 	ba: autoDraw = False
11.3024 	EXP 	cross_tr_2: autoDraw = True
11.7172 	EXP 	cross_tr_2: autoDraw = False
11.8000 	EXP 	pa: autoDraw = True
11.8000 	EXP 	ba: autoDraw = True
12.8551 	EXP 	New trial (rep=0, index=2): OrderedDict([('stimuli', 'stim2/pa-20.wav')])
12.8584 	DATA 	Keypress: left
12.8671 	EXP 	cross_tr_2: autoDraw = False
12.8671 	EXP 	pa: autoDraw = False
12.8671 	EXP 	ba: autoDraw = False
12.8671 	EXP 	cross_tr_2: autoDraw = True
13.2671 	EXP 	cross_tr_2: autoDraw = False
13.3506 	EXP 	pa: autoDraw = True
13.3506 	EXP 	ba: autoDraw = True
14.2421 	EXP 	New trial (rep=0, index=3): OrderedDict([('stimuli', 'stim2/pa+30.wav')])
14.2483 	DATA 	Keypress: right
14.2513 	EXP 	cross_tr_2: autoDraw = False
14.2513 	EXP 	pa: autoDraw = False
14.2513 	EXP 	ba: autoDraw = False
14.2513 	EXP 	cross_tr_2: autoDraw = True
14.6505 	EXP 	cross_tr_2: autoDraw = False
14.7503 	EXP 	pa: autoDraw = True
14.7503 	EXP 	ba: autoDraw = True
15.4540 	DATA 	Keypress: left
15.4729 	EXP 	New trial (rep=0, index=4): OrderedDict([('stimuli', 'stim2/pa+15.wav')])
15.4835 	EXP 	cross_tr_2: autoDraw = False
15.4835 	EXP 	pa: autoDraw = False
15.4835 	EXP 	ba: autoDraw = False
15.4835 	EXP 	cross_tr_2: autoDraw = True
15.8834 	EXP 	cross_tr_2: autoDraw = False
15.9672 	EXP 	pa: autoDraw = True
15.9672 	EXP 	ba: autoDraw = True
16.7940 	EXP 	New trial (rep=0, index=5): OrderedDict([('stimuli', 'stim2/pa+35.wav')])
16.8016 	DATA 	Keypress: right
16.8044 	EXP 	cross_tr_2: autoDraw = False
16.8044 	EXP 	pa: autoDraw = False
16.8044 	EXP 	ba: autoDraw = False
16.8044 	EXP 	cross_tr_2: autoDraw = True
17.2168 	EXP 	cross_tr_2: autoDraw = False
17.3002 	EXP 	pa: autoDraw = True
17.3002 	EXP 	ba: autoDraw = True
17.9404 	EXP 	New trial (rep=0, index=6): OrderedDict([('stimuli', 'stim2/pa+05.wav')])
17.9455 	DATA 	Keypress: left
17.9499 	EXP 	cross_tr_2: autoDraw = False
17.9499 	EXP 	pa: autoDraw = False
17.9499 	EXP 	ba: autoDraw = False
17.9499 	EXP 	cross_tr_2: autoDraw = True
18.3500 	EXP 	cross_tr_2: autoDraw = False
18.4504 	EXP 	pa: autoDraw = True
18.4504 	EXP 	ba: autoDraw = True
19.9219 	EXP 	New trial (rep=0, index=7): OrderedDict([('stimuli', 'stim2/pa-25.wav')])
19.9252 	DATA 	Keypress: right
19.9331 	EXP 	cross_tr_2: autoDraw = False
19.9331 	EXP 	pa: autoDraw = False
19.9331 	EXP 	ba: autoDraw = False
19.9331 	EXP 	cross_tr_2: autoDraw = True
20.3333 	EXP 	cross_tr_2: autoDraw = False
20.4168 	EXP 	pa: autoDraw = True
20.4168 	EXP 	ba: autoDraw = True
21.4914 	EXP 	New trial (rep=0, index=8): OrderedDict([('stimuli', 'stim2/pa-15.wav')])
21.4984 	DATA 	Keypress: right
21.5014 	EXP 	cross_tr_2: autoDraw = False
21.5014 	EXP 	pa: autoDraw = False
21.5014 	EXP 	ba: autoDraw = False
21.5014 	EXP 	cross_tr_2: autoDraw = True
21.9167 	EXP 	cross_tr_2: autoDraw = False
22.0000 	EXP 	pa: autoDraw = True
22.0000 	EXP 	ba: autoDraw = True
22.8884 	EXP 	New trial (rep=0, index=9): OrderedDict([('stimuli', 'stim2/pa-35.wav')])
22.8910 	DATA 	Keypress: right
22.8997 	EXP 	cross_tr_2: autoDraw = False
22.8997 	EXP 	pa: autoDraw = False
22.8997 	EXP 	ba: autoDraw = False
22.8997 	EXP 	cross_tr_2: autoDraw = True
23.2993 	EXP 	cross_tr_2: autoDraw = False
23.3831 	EXP 	pa: autoDraw = True
23.3831 	EXP 	ba: autoDraw = True
24.2087 	EXP 	New trial (rep=0, index=10): OrderedDict([('stimuli', 'stim2/pa+10.wav')])
24.2159 	DATA 	Keypress: right
24.2189 	EXP 	cross_tr_2: autoDraw = False
24.2189 	EXP 	pa: autoDraw = False
24.2189 	EXP 	ba: autoDraw = False
24.2189 	EXP 	cross_tr_2: autoDraw = True
24.6329 	EXP 	cross_tr_2: autoDraw = False
24.7166 	EXP 	pa: autoDraw = True
24.7166 	EXP 	ba: autoDraw = True
25.5231 	DATA 	Keypress: left
25.5415 	EXP 	New trial (rep=0, index=11): OrderedDict([('stimuli', 'stim2/pa-30.wav')])
25.5499 	EXP 	cross_tr_2: autoDraw = False
25.5499 	EXP 	pa: autoDraw = False
25.5499 	EXP 	ba: autoDraw = False
25.5499 	EXP 	cross_tr_2: autoDraw = True
25.9494 	EXP 	cross_tr_2: autoDraw = False
26.0501 	EXP 	pa: autoDraw = True
26.0501 	EXP 	ba: autoDraw = True
26.8251 	EXP 	New trial (rep=0, index=12): OrderedDict([('stimuli', 'stim2/pa-05.wav')])
26.8322 	DATA 	Keypress: right
26.8352 	EXP 	cross_tr_2: autoDraw = False
26.8352 	EXP 	pa: autoDraw = False
26.8352 	EXP 	ba: autoDraw = False
26.8352 	EXP 	cross_tr_2: autoDraw = True
27.2496 	EXP 	cross_tr_2: autoDraw = False
27.3330 	EXP 	pa: autoDraw = True
27.3330 	EXP 	ba: autoDraw = True
28.2076 	EXP 	New trial (rep=0, index=13): OrderedDict([('stimuli', 'stim2/pa+25.wav')])
28.2117 	DATA 	Keypress: right
28.2164 	EXP 	cross_tr_2: autoDraw = False
28.2164 	EXP 	pa: autoDraw = False
28.2164 	EXP 	ba: autoDraw = False
28.2164 	EXP 	cross_tr_2: autoDraw = True
28.6160 	EXP 	cross_tr_2: autoDraw = False
28.7162 	EXP 	pa: autoDraw = True
28.7162 	EXP 	ba: autoDraw = True
29.3415 	EXP 	New trial (rep=1, index=0): OrderedDict([('stimuli', 'stim2/pa+30.wav')])
29.3490 	DATA 	Keypress: left
29.3519 	EXP 	cross_tr_2: autoDraw = False
29.3519 	EXP 	pa: autoDraw = False
29.3519 	EXP 	ba: autoDraw = False
29.3519 	EXP 	cross_tr_2: autoDraw = True
29.7663 	EXP 	cross_tr_2: autoDraw = False
29.8496 	EXP 	pa: autoDraw = True
29.8496 	EXP 	ba: autoDraw = True
31.1910 	EXP 	New trial (rep=1, index=1): OrderedDict([('stimuli', 'stim2/pa+05.wav')])
31.1986 	DATA 	Keypress: left
31.2017 	EXP 	cross_tr_2: autoDraw = False
31.2017 	EXP 	pa: autoDraw = False
31.2017 	EXP 	ba: autoDraw = False
31.2017 	EXP 	cross_tr_2: autoDraw = True
31.6160 	EXP 	cross_tr_2: autoDraw = False
31.6996 	EXP 	pa: autoDraw = True
31.6996 	EXP 	ba: autoDraw = True
32.4749 	EXP 	New trial (rep=1, index=2): OrderedDict([('stimuli', 'stim2/pa+10.wav')])
32.4814 	DATA 	Keypress: right
32.4844 	EXP 	cross_tr_2: autoDraw = False
32.4844 	EXP 	pa: autoDraw = False
32.4844 	EXP 	ba: autoDraw = False
32.4844 	EXP 	cross_tr_2: autoDraw = True
32.8992 	EXP 	cross_tr_2: autoDraw = False
32.9826 	EXP 	pa: autoDraw = True
32.9826 	EXP 	ba: autoDraw = True
33.9707 	EXP 	New trial (rep=1, index=3): OrderedDict([('stimuli', 'stim2/pa-20.wav')])
33.9738 	DATA 	Keypress: left
33.9823 	EXP 	cross_tr_2: autoDraw = False
33.9823 	EXP 	pa: autoDraw = False
33.9823 	EXP 	ba: autoDraw = False
33.9823 	EXP 	cross_tr_2: autoDraw = True
34.3819 	EXP 	cross_tr_2: autoDraw = False
34.4656 	EXP 	pa: autoDraw = True
34.4656 	EXP 	ba: autoDraw = True
35.0872 	EXP 	New trial (rep=1, index=4): OrderedDict([('stimuli', 'stim2/pa-25.wav')])
35.0908 	DATA 	Keypress: right
35.0986 	EXP 	cross_tr_2: autoDraw = False
35.0986 	EXP 	pa: autoDraw = False
35.0986 	EXP 	ba: autoDraw = False
35.0986 	EXP 	cross_tr_2: autoDraw = True
35.4985 	EXP 	cross_tr_2: autoDraw = False
35.5822 	EXP 	pa: autoDraw = True
35.5822 	EXP 	ba: autoDraw = True
36.9204 	DATA 	Keypress: escape
37.3689 	EXP 	window1: mouseVisible = True
